filename,text
NL-HaNA_1.04.02_8284_0017.xml,"Van Palembang den 28:' feb: 1751.
van VE: hoog Ed=le groot agtb:, wes„
halven de moediglijk smeeke sulx den
Eerst onderget: groot gunstig ten
goeden te willen duijden, en tef„
fens versekert tewillen blijven, dat
voortaan, al wat mogelijk is, sal
werden aangelevend, om het vereijsch„
te genoegen in allen deelen te
mogen toebrengen.
Jn de maand xber: is radja alang
of zo genaemde koning van sientang
/:de welke in het gepasseerde
Jaar door den koning van Johoor
uijt zijn onwettig besit was ver„
dreven en 't sedert so omtrend
borneo blitons als hier omstreeks„
sig met moorden en zee rooven
heeft opgehouden:/ met 22. vaar
tuijgeen en circa 300. koppen sterk
op't eijland bance komen nestelen
van"
NL-HaNA_1.04.02_8284_0018.xml,"Van Palembang den 28:' feb: 1751.
van welkers ingesetene /: die door
Een groot gedeelte uijt siantangers
bestaan:/ hij opstonds een goede
menigte aan zijn zijde heeft weten
te trecken en dus zijn aanhang
sodanig vergroot, dat denselve in 't
kort sig aldaar seer sterk bevond, en
gevolgelijk te magtig om door den
palembanger /: wiens bloede en
lachieusen aard hem van vroe„
„gen tijden genoegsaam bekend is
geweest:/ met geweld van daar
verdreven te kunnen worden, 't welk
den zulthan bemerkende hem al
lang door twee princen en eenige
verdere hoff grooten op het minnelijkst
liet versoeken om met 2. a 3. zijner
„'eenemaal bij hem op Palembaug te willen komen, als van vornemens was hem
met geld en vaartuijgen
vaartuijgen, te assisteeren, en hem
ten volle instaed te sulle stellen
dat hij zijn verlooren rijk wederom
soude
S"
NL-HaNA_1.04.02_8284_0019.xml,"11.
Van Palembang den 28:' feb: 1751.
soude kunnen bemagtigen. dog Eijgent„
lijk was de intentie van den zul„
than hem was mogelijk, door
vriendelijkheijd te bewegen, om
banca in rust en vreede tewillen
laten, en sig met de sijne van daar
weder na borneo of succadana te
willen begeven, gem: alang resol
„reerde eijndelijk op alle dese groote
beloften, zijn hoogheijt te gaan be„
„soeken, onder voorwaarde, nogtans
dat den zulthan hem alvoorens
met Eeden moest doen versekeren
dat hem binnen dese revier geen
leed soude geschieden, 'twelk
gedaan zijnde, is denselve op den
7. Januarij met drie zijner vaar„
tuijgen voor 's konings dalen ver„
„scheenen, alwaar hem den
zulthan versogt en aanrade, om
sig
8"
NL-HaNA_1.04.02_8284_0020.xml,"Van Palembang den 28:' feb: 1751.
sig met zijn geheele magt van banca
wederom na sucadana /:van wer„
waards hij Iongst gekomen was:/
tewillen begeven, daar hem seker
groot vaartuijg wel bemand, en met
2000. spaense reaalen voorsien /:'te
geene zijn hoogheijt voor gaf over weij„
nig tijds derwaards te hebben geson„
„den :/ soude werden ter hand gesteld
om tot het derwinnen zijner rijk
tekunne werden g'emploijeert
welke aanbieding door alang /die
wel sog, dat hij door zijn hoog„
„heijt was geduxeerd:/ inschijn van
wel te vreeden te zijn wierd aan„
„genomen, voorgeevende sig eerst te
wederom na banca tewillen begeven
om vaartuijgen, die door de zijne
aldaar tertimmert wierden spoe„
dig in gereedheijt tebrengen, en als
8„
dan
s"
NL-HaNA_1.04.02_8284_0021.xml,"13.
Van Palembang den 28:' feb: 1751.
dan met zijn goeheele magt van daar
na sucadama tewille vertrecken.
Jntusschen quamen ons dagelijx
van
klagten tevooren, dat door het volk
van dese alang de vaartuijgen in
de straet banca, en omtrend het
Eijland lucipara /:schoon met
Comp: passen behoorlijk voorsien:/
wierden geroofd, en de eijgenaers
van deselve op een onmensche„
„lijke wijse wierden vermoord item
dat gemelte alang hier ter plaatse
veel buskruijt, hand geweer, en
andere ammunitie van oorlog / so
veel deselve maar konde mag„
tig worden:/ had ingekogt, om
bij zijn vertrek van hier na banca
te vervoeren, en dat de bancaneesen
dagelijx meer en meer op zijn zijde
wierden getrocken, waar uijt
niet
8"
NL-HaNA_1.04.02_8284_0022.xml,"Van Palembang den 28:' feb: 1751
niet dan seer groote onheijlen, en
ongemeene schade voor d'E Comp:e
omtrend den thin handel konde
voortvloeijen —
En vermits den zulthaan /(die
dese alang en sijn vermogen scheen
te vreesen, en mede wel konde
voorsien hoe gevaarlijk het verblijff
van deselve op banca voor dit
beste gedeelte van zijn rijk soude:/
zijn :/ ons instandig liet versoeken
dat geen possen nabanca aan
vaartuijgen, die met eenige rijst ge„
„laden waaren mogte werden ver„
„leent, ten eijnde gem: alang door
dat middel te noodsaken om
banca temoeten verlaten; so is
sulx niet alleen agtervolgt, maar
bij den raad deses Compt:s met een
parigheijd venstemmen ook teffens
goed"
NL-HaNA_1.04.02_8284_0023.xml,"15.
Van Palembang den 28:' feb: 1751.
goed gevonden /: vide resolutie van
den 16:' der Jongst afgewekene maand
dese in Copia annex, om door de
barcq de leeuw ende golconda
voorseijde alang aan de mond deser
revier telaten waarnemen, ten fine
denselven de oversogt nabanca te
beletten, en hem aldaar te dwin„
„gen, zijn geheele magt van even
genoemde eijland te doen vertrekken
om dus met den anderen de straet
banca en dit geheele vaarwater
te verlaten, na alvorens al het bus„
kruijt, hand geweer, en wat verder
tot defensie dienen kom, en door
hem hier ter plaatse, om tot zijn
zee roverije gebruijkt tewerden
was ingekogt uijt gemelde drie
vaartuijgen te hebben geligt, mitsg=rs
„de geroofde vaartuijgen, menschen
Een
6."
NL-HaNA_1.04.02_8284_0024.xml,"Van Palembang den 28:' feb: 1751.
En goederen van den selven te
hebben opgeijscht, en bij omwillig„
„heijt van dien hem alang als een schade„
„lijke zee over lover, en een verstoorder
der publicque rust daar toe met ge„
„weld te Constrengeeren, en wes moge„
lijk hem in goede versekering na dese
logie tevoeren, wijders alle sodanige
vaartuijgen als thans op banca voor
hem in gereedheijt wierden gebragt
als dan te doen vernietigen, en den
selve alle bedenkelijke afbreuk te
doen tot welwesen van d'E: Comp:
En tot ruste deses rijx, werdende
vervolgens om sulx ter uijtvoering
tebrengen den stuurman van de
barcq de leeuw abraham meershoek
de nodige ordres ter hand gesteld —.
dog hoe nalatig denselve in het
waar nemen van dese sijne Commissie
sig"
NL-HaNA_1.04.02_8284_0025.xml,"17.
Van Palembang den 28:' feb: 1751.
sig heeft gedragen sal VE: hoog Edele.
groot agtb: komen te blijken bij resol:
van den 17:' deser /: welkers Copia
hier nevens legt:/ waar bij ten
dien eijnde ook is geresolveert, gem:
meershoek /:bij zijn terug komst
uijt de oost:/ wegens zijn disobe„
„dientie en verdere suspecte Conduiten
als een gevaarlijk subject binnen
dese logie te doen arresteeren, om dus
vervolgens per naast komende gelegent„
„heijt nevens sijne verantwoording met
afgesz: gagie van hier Costij waards
versonden te werden, ter dispositie
van vE: hoog Edele groot agtb:
wijders is in hope van derselve„
hoog g'eerde approbatie /: vide wen„
„gemelte resolutie:/ goedgevonden in
stede van voorseijde meershoek,
wederom provisioneel tot stuurman
op
s"
NL-HaNA_1.04.02_8284_0026.xml,"Van Palembang den 28:' feb: 1751:
op de barcq de leeuw aan testellen
den quartiermeester en gesagvoer der
van sComp: kruijs. pantchiallang de
nexthunis, hermanus plaat, dien wij
in onderdanigheijt de vrijheijd neemen
VE: hoog Edelheedens voor te dragen
als een vigelant persoon, en tot
dien dienst ten vollen bequaeme
latende intusschen op het Iongst
ontfangene patriaas extract, sub dato
11:' 8ber: 1749. bij desen in alle
Eerbied dit volgende antwoord af„
„gaan, namentlijk
Eerbiedig antwoord Extract uijt een
op dese nevenstaande
Generale missive Gesz:
Extract missive
door de Edele agtb: heeren
representanten van zijn
hoogheijt, en de Edele
agtb: heeren bewindhebberen
ter
8."
NL-HaNA_1.04.02_8284_0027.xml,"19.
Van Palembang den 28:' feb: 1751.
ter vergadering van 17:e
Aan haar Edelens den
Gouverneur Generaal
ende raden van Jndia„
tot batavia, gedateert
11:' 8ber: A:o 1749. ver
vattende de materie van
Palembang.
Schoon de redenen
die VE: gaven van den
voorslag aan de resident
gedaan, ten eijnde den
koning te proponeeren
om de thin van banca
onder betaling van
sekere geregtigheijt
direct van batavia te
laten afhalen, ons seer„
wel voor quamen, en
wij
6."
NL-HaNA_1.04.02_8284_0028.xml,"Van Palembang den 28:' feb: 1751.
wij daarom hope hadden
dat VE: daar in wel sou„
„den slagen, zo sien wij
Egter, dat den sulthan
die propositie plat had afge„
slagen, zekerlijk uijt eijge
belang en om de wille
van de voordeelen, die dien
vorst uijt dien handel
trekt, en dewijl de bediem„
dens van gedagten zijn
dat de zulthan uijt dien
hoofde niet gemackelijk
tot het amplecteeren van
die propositie te brengen
sal zijn, mitsgaders nog
diverse andere redenen ex
teerden, die dat werk
hoe heijlsaam andersints
tot weijring van de sluijkerijen
„
in
Ge
6."
NL-HaNA_1.04.02_8284_0029.xml,"21.
Van Palembang den 28: feb: 1751.
in dat minneraal
zeer mogelijk zoude
maken zo vermijnen wij
dat VE: de beste wegheb„
„hem ingeslagen, wan„
neer VE: de bediendens
hebben gelast, voor
Eerst geene verdere tenta„
„mina hier over bij den
vorst te doen maar den„
selven bij alle occa„
„gien teadhorteeren, om
het vervoeren van den thin
van dit eijland te beletten
ingevolge zijne Contrac„
tem met de Comp: gemaakt
want aan het grof en
groot sluijken, waar bij
de vorst zij meeste voor„
deeld vind, en daarom
ook"
NL-HaNA_1.04.02_8284_0030.xml,"Van Palembang den 28:' feb: 1751.
ook niet weert, hapert het
alleen, dat de Comp: soweijnig
peper en thin bekomt
alhoewel den insaam
van dat laastgemelde
mineraal nog al vrij
vavorabel is gereusseert
daar integen deel, die
van die peper zedert
Eenige tijd nu wederom
so werkelijk is agter uijt
„gegaan, en vermindert
dat die in den Jaare 1747.
maar eeniglijk bedragen
heeft een quantiteijt van
8337. picols het geen
Een Considerabele, en
al te groote differentie
maakt, met een leveran„
„tie mt 30000. picols
zo
8."
NL-HaNA_1.04.02_8284_0031.xml,"23.
Van Palembang den 28:' feb: 1751.
zo als deselve voor den
Jaare 1729. Iaarlijx be„
droeg, bij aldien nu de
weijnige ernst, die VE:
nog maar ter weijrin„
„de van de sluijkerijen
hebben aangewent, al
aanstonds sodanig een
stremming in de peper
leverantie zou hebben
veroccasioneerd, dat de
Comp: daar van maar
sulk een geringe quanti„
quanti
teijt had kunne magtig
werden, en den vorst
om zijn eijgen belangs
wille, desluijkerijen foveert
zo vreesen wij dat de
permissie"
NL-HaNA_1.04.02_8284_0032.xml,"Van Palembang den 20:' feb: 1751.
permissie tot de vrije en
libre vaart neer Combodia
Ensiam, mitsg:s van palem„
„bang na Cheribon, sama„
rang en grissen, schoon
onder sekere bepalingen
also min van een ge„
„wenschte uijtwerking
sal werden bevonden,
als de Contracten selfs„
die de vorst met de Comp:
heeft aangegaan, en waar„
bij hij sig verobligeerd heeft
al de peper en thin aan de
Comp: te sullen le veren
in zoo verre de zulkhan
door bequame en voldoen
„de wegen en middelen
tot
-."
NL-HaNA_1.04.02_8284_0033.xml,"25.
Van Palembang den 28:' feb: 1751.
dit is Een voornaem poinct, 't
welk onophoudelijk door de onder„
„geteekendens na uijtterste verzulthan te bewegen
mogen /:alhoe wel vrugteloos:/
is betragt, en het waar te wen„
„schen, dat sulx instond konde
werden gebragt.~
tot de prestatie zijner
gemaekte Contracten
niet met ernst een na„
druk kan werden
gerecessiteerd, mitsga„
„ders tot het weiren van
alle vreemde europeesen
ten handel geconstri„
„geert hoewel wij in
desen alle het beste wil„
hem hopen, mitsg:s dat de
bediendens sig instaat
zullen bevinden, den
niet alleen om den peper
zo als deselve uijt de
boven landen komt
direct in sComp:s logie
televeren, nader in
houde van't 4:e articul
van"
NL-HaNA_1.04.02_8284_0034.xml,"Van Palembang den 28:' feb: 1751.
permissie tot de vrije en
libre vaart naer Cambodia
Ensiam, mitsg:s van palean„
„bang na Cheribon, sama„
rang en grissen, schoon
onder sekere bepalingen
also min van een ge„
„wenschte uijtwerking
sal werden bevonden,
als de Contracten selfs
die de vorst met de Comp:
heeft aangegaan, en waar„
bij hij sig verobligeerd heeft
al de peper en thin aan de
Comp: te sullen leveren
in zoo verre de zulthan
door bequame en voldoen„
„de wegen en middelen
tot"
NL-HaNA_1.04.02_8284_0035.xml,"25.
Van Palembang den 28:' feb: 1751.
welk onophoudelijk door de onder„
„geteekendens na uijtterste ver zulthan te bewegen
mogen /:alhoe wel vrugteloos:/
is betragt, en het waar te wen„
„schen, dat sulx instand konde
werden gebragt.~
tot de prestatie zijner
gemaekte Contracten
niet met ernst een na„
druk kan werden
genecessiteerd, mitsga„
„ders tot het weirem van
alle vreemde europeesen
ten handel geconstriie„
„geert hoewel wij in
desen alle het beste wil„
lem hopen, mitsg:s dat de
bediendens sig instaat
niet alleen om den peper
zo als deselve uijt de
boven landen komt
ƒ
direct in sComp:s logie
televeren, nader in
houde van't 4:e articul
dit is Een voornaem poinct, 't zullen bevinden, den
van"
NL-HaNA_1.04.02_8284_0036.xml,"Van Palembang den 28: feb: 1751.
sulx is diverse molen geschied
en het Effect van dien aan
ring bij missive van ult:o Janu:
„kied vertoond.
de togt was lang onder„
dra als het mogelijk is
schuldpligtig te werden
van 't Contract van den
Jaare 1722. maar ook met
's konings vaartuijgen naar
batavia aftesenden, den
Iaarlijxe oude quantiteijt
van 20000. picols, als
de hoog Edele jndiasche regee mede den vorst uijt de
En 4:' april 1748. in alle Eer„ ontfangene papieren te
Convinceeren van zijne
schuld en daar van
Iaarlijx wat in tepalmen
van wat uijtslag
nomen, bij aldien bequamen
de logt naer 't eijland
gelegentheijd, en kundige
weg weijsers naderwaards
bliton, die de resident
had kunnen vinden, gemerkt
dit eijland van wegens
van den keuvel ver
zijn meenigvuldige klippen
en rheven gevaarlijk is om
mits gebrek van vaar„
sostaat dese Commissie so tuijgen had moeten uijt„
stellen zal zijn geweest
verwagten wij als nog per
naesten te vernemen
aan tedoen, niet te min
volbragt. —.
de
6."
NL-HaNA_1.04.02_8284_0037.xml,"27.
28: feb: 1751.
den
Van Palemban
met
gesloten
zijn
de thans overgaande boeken
- - - - - ƒ 40197. 10. 8.
Een last van. . . .
-
48.
Een die van a:o pass:o off 17 23/49.
met
- . . -
over sulx desen Jaere meer der Lasten
- - - - - ƒ 3045. 17. 8.
voorts zijn de winsten van dit Jaar - - - - ƒ1024. 11. 8
de winsten van a:a bevoorens - - - - „ 446. 8. 8
0
over sulx desen Iaere meer den winsten alsl: bevoorens„
welke vermeerderde winsten van de vermeer„
„derde lasten afgetrocken zijnde, zoo
blijkt dat palembang dit boekjaar
in vergelijking van het vorige off a:o
18
17 3/49 meer der veragtert is, een somma van ƒ 2467. 14. 8.
gelijk VE: hoog Edelhedens bij de
_
volgende reecq: nader zal blijken
as 1748
meerder desen
lasten van minder desen
a:o 17 3/50
Jaere
Jaere
1/99
randsoenen, em Costgelden. - - ƒ 8208. 2. — ƒ10244. 8. -ƒ . . - - ƒ 2836. 6. —
huijs en ordinair ongelden „ 4675. 16. 8„ 4598. 17. -. „. 76. 19. 8„ - - - - - - - - - - . .
ongelden van slaaven. . . „ 2221. 3. 8. „ 2578. 7. –„ - - - - . . - „ - - . 35. 7. 3. 8.
_. o „ Chialoupen - - „ 3731. 18. -„ 7165. 3. 8„. - - - - - - „ 3433. 5. 8.
Extra ordinair ongelden - - „ 1532. 19. — „ 1689. 1. 8„ - - - - -„
156. 2. 8.
't soldij boek - - - - - - „ 11385. 11. — „ 13130. 10. 8 „ - - - - - - - „ 1744. 19. -.
Reecq: van schenkagie - - - „ 1. 14. 8 „ 33. 13. 8 „ - - - - - -„ 31. 19. —.
voorjarige lasten en ongelden - - „ 3313. 15. 8. „ . . -. . . . „ 3313. 15 8„ - - - - - - - - - - - . .
reparatie en timmerogie - - - - „ 723. 15. — „. . . . . . - „ 723. 15. -„ - - - - - - - - - - .
ongeld: van schepen en minder vaert: 1356. 18. – „ 757. 10. -„ 599. 8. -„ - - - - - - - .
de vermeerderde en verminderde lasten bedragen tesamen - . ƒ 4713. 18. — ƒ 7759. 15. 8.
't mindere van't meerdere gesubstraheert - - - „ 7759. 15. 8.
soo blijkt dat palembang desen Jaere meerder
losten heeft als E:o bevorens een somma van ƒ 3045. 17. 8.
van welke verminderde en vermeerderde lastposten de
oirsaaken hier agter volgende breeder zullen werden
verthoont, namentlijk —.
--„ 37151. 13. —.
578. 3. —
huijs
-"
NL-HaNA_1.04.02_8284_0038.xml,"Van Palembang den 28:' feb: 1751.
huijs en ordinair ongelden, vermindert tot - - - - - - - - ƒ 76. 19. 8.
gecauseert door een spaersame huijshou„
„ding en minder verstreckte dan
a:o pass:o
voorjarige Lasten en ongelden vermindert tot - - - - - ƒ 3313. 15. 8.
veroirsaakt doordien en desen Jeere geen onbe„
„quame goederen zijn afgesz: gelijk lb:a bevoorens
Reparatie en timmeragie vermindert tot ƒ 723. 15. —
oirspronkelijk dewijl er desen Iaere geen
reparatie aen de logie en verdere gebouwen
gelijk a:o vergangen is gedaan
Ongelden van scheepen en mindert vaart vermind:t tot ƒ 599. 8. —.
gecauseert door een mindere verstrecking aen
de alhier aangekomene schepen dan A:o pass:o
komt voor de verminderde lastposten als vooren - ƒ 4713. 18. —.
d'oirsaken der verminderde last reecq:
aldus verthoond hebbende soo teeden
wij tot de meerdere d:ts en daar van
Eerstelijk —
Randsoenen en Costgelden - - - - - ƒ 2036. 6. —.
ongelden van slaaven - - - - - „ 357. 3. 8.
_. o „ Chialoupen. . . - - - „ 3433. 5. 8.
Exxka ordinaire ongelden - - - - - „. 156. 2 8.
't zoldij boek - - - - - - - - - - - „ 1744. 19. —.
reecq: van schenkagie - - - - - - - - „ 31. 19. —
de vermeerderde lasten bedragen als voren - - - - - - „ 7759. 15. 8.
de verminderde van de vermeerderde lasten afge„
kocken zijnde dan blijkt als voorm: dat
de lasten desen Jaere meerder zijn als A:o
bevoorens inte
die transporteere- - - --
- - - - ƒ3095. 17. 8.
„"
NL-HaNA_1.04.02_8284_0039.xml,"Van Palembang den 28. feb: 1751.
d' vermeerdering van winsten is ontstaan
dewijl er desen Jaere eEenige boter
vriesz: en houtwerken zijn ver„
kogt dan a:o vergongen - - - - - - - - „ 578. 3. —.
en
„ vermeerderde winsten van de vermeerder„
„de lasten afgetrocken zijnde
zoo blijkt dat dit boekjaar
palembang veragtert is een somma
van . . . . . . . . . . . . . . . ƒ. 2467. 14. 8.
het vermeerderde op voorm: reecq: is herkom„
stig dewijl desen Jaere de ongelden
meest alle meerder zijn als a:o
bevoorens door het meerder ver„
strekte aen een meerder getal
dienaren mitsgaders door de orver
mijdelijke reparatien aen de vaar„
tuijgen gedaan, als meede 't versteeckte
uijge
op twee distincte reijse aen't Jagt d'
leijdzaemheijt en 't schip
beukesteijn item door den in
koop van Clappus olij, rijst en bus„
kruijt, waar door dese vermeerdering
is ontstaen.
Gelijk VE: hoog Edelhed:s nader
zal blijken bij een korte aan„
wijzing van dein staat der negotie
boeken onder ult:o aug:o Jongstl, gesloten
En onder de bijlagen deses berustende zijn
P„r Transport - - - . - ƒ 3045: 17. 8.
dus
9.
8."
NL-HaNA_1.04.02_8284_0040.xml,"Van Palembang den 28:' feb: 1751.
jnsteede van
dus in alle onderdanigheijt de hier
vooren gem: winsten en lasten deses
Comptoirs verthoont hebbende, soo versoeke
demoediglijk dat sulx door VE: hoog Ed:s
groot agtb: goediglijk mag werden
gepasseert—.
dese nevens leggende bij hagen gaen
teffens verselt van een Cathalogus der
medicijnen en een drie dubbelden
Eijsch van benodigthedens voor
den Jaere 175 1/3 om welkers Compleete
voldoening demoediglijk werd gesmeekt,
staande bij laast gem: tegelijk vermelt
1. Constapel
1. scheeps timmerman
verlossing en
ontslag uijt
26. militairen waar onder t. tamboer,
sComp:s dienst
hebben versogt
32. Zevarende
23. manslaven in steede der onbequame
en tot den opbouw der
die monqueren
als die haar
1. adsistent. . . . . . . . .
puncten
@"
NL-HaNA_1.04.02_8284_0041.xml,"31.
Van Palembang den 28:' feeb: 1751.
Jnmiddels werd door de volgende
persoonen, die alhier op schuld reecq:
deerd lopen, om haare foe„
meele soldij reek: demoediglijk ge„
smeekt.
Gerrard Pan van Enkhuijsen Coop„
man en opperhoofd
A:o 1732. met 't Cas„
teel van woerden
Abraham Meershoek van delff
stuurman voor Jonge
A:o 1744
astrubalt Coeniegkamp van middel
burg derde meester
a:o 1745. met bosbeek
Claas Jacobsz: van swartesluijs quartier„
meester a:o 1746. met
nieuwerkerk.
puncten ten hoogsten
benodigt
Jacobus"
